File:,"C:\Users\bruce.malkinson\Documents\XSENSOR 2022\Foot\justin-08,16,2022-4km.XSN",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),267.46,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,203.68,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,239.98,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,852.49,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),154.9,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),290.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),86.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,125.65,174.94,398.57,696.74,728.66,618.96,378.97,335.54,324.03,162.42,118.99,0,343.82,357.76,472.91,391.5,183.02,253.93,59.19
,,,,,,,,,,,,,,,,,,,
62.42,0,0,0,0,90.91,115.15,155.15,248.68,295.75,326.65,305.85,171.71,129.69,209.89,424.63,635.93,815.12,852.49,709.87
,,,,,,,,,,,,,,,,,,,
592.1,483.21,299.18,500.79,576.14,660.78,777.54,795.93,693.51,570.48,379.38,431.3,527.45,593.11,651.49,613.31,510.69,492.91,433.11,423.01
,,,,,,,,,,,,,,,,,,,
451.29,446.24,466.85,424.02,400.79,302.01,318.37,294.13,237.36,223.83,276.15,0,0,126.46,201.41,217.97,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Right Metatarsal,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,76,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),56.33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,97.36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,666.64,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),42.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),198.1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),30.72,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Left Toe,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,51,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),355.95,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),56.16,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),1553.27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),31.87,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),37.8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,84.31,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),151.24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,349.59,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,191.73,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,2021.33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),70.9,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),190.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),39.27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
147.87,189.08,213.93,262.62,392.11,235.34,184.03,456.35,818.75,751.69,1553.27,1409.44,700.58,260.6,179.99,216.56,135.15,159.19,98.18,194.94
,,,,,,,,,,,,,,,,,,,
87.07,0,124.84,143.23,56.16,66.26,0,0,0,0,0,0,0,96.16,348.27,386.45,692.5,1295.3,683.61,505.03
,,,,,,,,,,,,,,,,,,,
124.24,172.72,212.31,127.67,236.56,235.34,265.44,339.38,172.72,212.52,162.62,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Right Toe,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,51,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),37.8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,48.76,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,929.46,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),16.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),106.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),11.71,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
FRAME,1541,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date, 2022 Aug 16,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Time, 08:21:19.007,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSOR,HX210.11.31.M11-DFM-LF S0073,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Rows,31,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Columns,11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sensel Width (cm),0.86,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sensel Height (cm),0.86,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),386.11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),56.16,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),1703.37,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),83.75,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),174.17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,48.09,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),431.11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,290.66,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,229.28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,2021.33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),284.8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),432.1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),158.46,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stride Time,1092,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Swing Time,546,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Time,545,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Support Time,13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,107.47,78.78,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,56.16,77.37,212.31,172.72,135.75,382.81,419.58,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,141,143.63,252.51,252.11,282.21,569.88,770.07,313.12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,97.98,143.23,162.62,228.68,183.63,355.95,762.39,1448.02,932.69,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,108.08,194.94,175.14,145.85,248.88,179.99,277.16,778.35,1558.32,1703.37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,147.87,204.84,213.93,279.18,411.7,235.34,200.8,476.14,844.21,751.69,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,125.65,174.94,398.57,696.74,754.92,618.96,398.97,352.51,324.03,152.72,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
129.69,193.53,424.63,635.93,815.12,852.49,709.87,592.1,483.21,282.21,118.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
154.74,359.78,544.83,667.85,770.27,752.09,634.72,550.08,500.79,343.82,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
287.06,411.7,501.19,541.19,651.49,587.65,459.78,466.85,446.65,317.97,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
305.85,360.79,383.82,427.26,426.65,411.7,383.22,409.68,350.69,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
253.93,281.81,278.17,257.16,203.63,207.06,236.56,236.76,165.45,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
207.67,181.41,184.44,110.1,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
120.8,98.58,74.34,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
67.67,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSOR,HX210.11.31.M11-DFM-RF S0073,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Rows,31,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Columns,11,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sensel Width (cm),0.86,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sensel Height (cm),0.86,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),174.17,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,220.51,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,929.46,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),199.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),275,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),142.96,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stride Time,1118,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Swing Time,412,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Time,706,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Support Time,120,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Left Heel,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),26.68,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,34.41,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,140.8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),9.2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),35.5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),4.89,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Right Heel,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,36,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),26.68,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,238.88,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,677.55,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),83.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),165,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),59.82,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Left Midfoot,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),67.67,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),67.67,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),67.67,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact Area (cm²),0.74,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Total Area (cm²),51.88,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Contact %,1.43,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Est. Load (N),0.67,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Std Dev.,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Pressure,103.57,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Pressure,366.05,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Avg Load (N),43.6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stance Peak Load (N),111.2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Impulse (N-S),24.28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SENSELS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.67,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
GROUP,4,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Name,Right Midfoot,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cells,70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Average Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Minimum Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Peak Pressure (mmHg),0,,,,,,,,,,,,,,,,,,
